273985.0,336115.0,-9999.0
273995.0,336115.0,-9999.0
274005.0,336115.0,-9999.0
274015.0,336115.0,-9999.0
274025.0,336115.0,-9999.0
274035.0,336115.0,-9999.0
274045.0,336115.0,-9999.0
274055.0,336115.0,-9999.0
274065.0,336115.0,-9999.0
274075.0,336115.0,-9999.0
274085.0,336115.0,-9999.0
274095.0,336115.0,-9999.0
274105.0,336115.0,-9999.0
274115.0,336115.0,-9999.0
274125.0,336115.0,-9999.0
274135.0,336115.0,-9999.0
274145.0,336115.0,-9999.0
274155.0,336115.0,-9999.0
274165.0,336115.0,-9999.0
274175.0,336115.0,-9999.0
274185.0,336115.0,-9999.0
274195.0,336115.0,-9999.0
274205.0,336115.0,-9999.0
274215.0,336115.0,-9999.0
274225.0,336115.0,-9999.0
274235.0,336115.0,-9999.0
274245.0,336115.0,-9999.0
274255.0,336115.0,-9999.0
274265.0,336115.0,-9999.0
274275.0,336115.0,-9999.0
274285.0,336115.0,-9999.0
274295.0,336115.0,-9999.0
274305.0,336115.0,-9999.0
274315.0,336115.0,-9999.0
274325.0,336115.0,-9999.0
274335.0,336115.0,35.9254
274345.0,336115.0,35.0294
274355.0,336115.0,36.2778
274365.0,336115.0,36.2384
274375.0,336115.0,36.199
274385.0,336115.0,36.1825
274395.0,336115.0,36.1724
273055.0,336125.0,-9999.0
273065.0,336125.0,-9999.0
273075.0,336125.0,-9999.0
273085.0,336125.0,-9999.0
273095.0,336125.0,-9999.0
273105.0,336125.0,-9999.0
273115.0,336125.0,-9999.0
273125.0,336125.0,-9999.0
273135.0,336125.0,-9999.0
273145.0,336125.0,-9999.0
273155.0,336125.0,-9999.0
273165.0,336125.0,-9999.0
273175.0,336125.0,-9999.0
273185.0,336125.0,-9999.0
273195.0,336125.0,-9999.0
273205.0,336125.0,-9999.0
273215.0,336125.0,-9999.0
273225.0,336125.0,-9999.0
273235.0,336125.0,-9999.0
273245.0,336125.0,-9999.0
273255.0,336125.0,-9999.0
273265.0,336125.0,-9999.0
273275.0,336125.0,-9999.0
273285.0,336125.0,-9999.0
273295.0,336125.0,-9999.0
273305.0,336125.0,-9999.0
273315.0,336125.0,-9999.0
273325.0,336125.0,-9999.0
273335.0,336125.0,-9999.0
273345.0,336125.0,-9999.0
273355.0,336125.0,-9999.0
273365.0,336125.0,-9999.0
273375.0,336125.0,-9999.0
273385.0,336125.0,-9999.0
273395.0,336125.0,-9999.0
273405.0,336125.0,-9999.0
273415.0,336125.0,-9999.0
273425.0,336125.0,-9999.0
273435.0,336125.0,-9999.0
273445.0,336125.0,-9999.0
273455.0,336125.0,-9999.0
273465.0,336125.0,-9999.0
273475.0,336125.0,-9999.0
273485.0,336125.0,-9999.0
273495.0,336125.0,-9999.0
273505.0,336125.0,-9999.0
273515.0,336125.0,-9999.0
273525.0,336125.0,-9999.0
273535.0,336125.0,-9999.0
273545.0,336125.0,-9999.0
273555.0,336125.0,-9999.0
273565.0,336125.0,-9999.0
273575.0,336125.0,-9999.0
273585.0,336125.0,-9999.0
273595.0,336125.0,-9999.0
273605.0,336125.0,-9999.0
273615.0,336125.0,-9999.0
273625.0,336125.0,-9999.0
273635.0,336125.0,-9999.0
273645.0,336125.0,-9999.0
273655.0,336125.0,-9999.0
273665.0,336125.0,-9999.0
273675.0,336125.0,-9999.0
273685.0,336125.0,-9999.0
273695.0,336125.0,-9999.0
273705.0,336125.0,-9999.0
273715.0,336125.0,-9999.0
273725.0,336125.0,-9999.0
273735.0,336125.0,-9999.0
273745.0,336125.0,-9999.0
273755.0,336125.0,-9999.0
273765.0,336125.0,-9999.0
273775.0,336125.0,-9999.0
273785.0,336125.0,-9999.0
273795.0,336125.0,-9999.0
273805.0,336125.0,-9999.0
273815.0,336125.0,-9999.0
273825.0,336125.0,-9999.0
273835.0,336125.0,-9999.0
273845.0,336125.0,-9999.0
273855.0,336125.0,-9999.0
273865.0,336125.0,-9999.0
273875.0,336125.0,-9999.0
273885.0,336125.0,-9999.0
273895.0,336125.0,-9999.0
273905.0,336125.0,-9999.0
273915.0,336125.0,-9999.0
273925.0,336125.0,-9999.0
273935.0,336125.0,-9999.0
273945.0,336125.0,-9999.0
273955.0,336125.0,-9999.0
273965.0,336125.0,-9999.0
273975.0,336125.0,-9999.0
273985.0,336125.0,-9999.0
273995.0,336125.0,-9999.0
274005.0,336125.0,-9999.0
274015.0,336125.0,-9999.0
274025.0,336125.0,-9999.0
274035.0,336125.0,-9999.0
274045.0,336125.0,-9999.0
274055.0,336125.0,-9999.0
274065.0,336125.0,-9999.0
274075.0,336125.0,-9999.0
274085.0,336125.0,-9999.0
274095.0,336125.0,-9999.0
274105.0,336125.0,-9999.0
274115.0,336125.0,-9999.0
274125.0,336125.0,-9999.0
274135.0,336125.0,-9999.0
274145.0,336125.0,-9999.0
274155.0,336125.0,-9999.0
274165.0,336125.0,-9999.0
274175.0,336125.0,-9999.0
274185.0,336125.0,-9999.0
274195.0,336125.0,-9999.0
274205.0,336125.0,-9999.0
274215.0,336125.0,-9999.0
274225.0,336125.0,-9999.0
274235.0,336125.0,-9999.0
274245.0,336125.0,-9999.0
274255.0,336125.0,-9999.0
274265.0,336125.0,-9999.0
274275.0,336125.0,-9999.0
274285.0,336125.0,-9999.0
274295.0,336125.0,-9999.0
274305.0,336125.0,-9999.0
274315.0,336125.0,-9999.0
274325.0,336125.0,35.9692
274335.0,336125.0,35.8846
274345.0,336125.0,35.2103
274355.0,336125.0,36.3893
274365.0,336125.0,36.3545
274375.0,336125.0,36.3444
274385.0,336125.0,36.3344
274395.0,336125.0,36.3243
273055.0,336135.0,-9999.0
273065.0,336135.0,-9999.0
273075.0,336135.0,-9999.0
273085.0,336135.0,-9999.0
273095.0,336135.0,-9999.0
273105.0,336135.0,-9999.0
273115.0,336135.0,-9999.0
273125.0,336135.0,-9999.0
273135.0,336135.0,-9999.0
273145.0,336135.0,-9999.0
273155.0,336135.0,-9999.0
273165.0,336135.0,-9999.0
273175.0,336135.0,-9999.0
273185.0,336135.0,-9999.0
273195.0,336135.0,-9999.0
273205.0,336135.0,-9999.0
273215.0,336135.0,-9999.0
273225.0,336135.0,-9999.0
273235.0,336135.0,-9999.0
273245.0,336135.0,-9999.0
273255.0,336135.0,-9999.0
273265.0,336135.0,-9999.0
273275.0,336135.0,-9999.0
273285.0,336135.0,-9999.0
273295.0,336135.0,-9999.0
273305.0,336135.0,-9999.0
273315.0,336135.0,-9999.0
273325.0,336135.0,-9999.0
273335.0,336135.0,-9999.0
273345.0,336135.0,-9999.0
273355.0,336135.0,-9999.0
273365.0,336135.0,-9999.0
273375.0,336135.0,-9999.0
273385.0,336135.0,-9999.0
273395.0,336135.0,-9999.0
273405.0,336135.0,-9999.0
273415.0,336135.0,-9999.0
273425.0,336135.0,-9999.0
273435.0,336135.0,-9999.0
273445.0,336135.0,-9999.0
273455.0,336135.0,-9999.0
273465.0,336135.0,-9999.0
273475.0,336135.0,-9999.0
273485.0,336135.0,-9999.0
273495.0,336135.0,-9999.0
273505.0,336135.0,-9999.0
273515.0,336135.0,-9999.0
273525.0,336135.0,-9999.0
273535.0,336135.0,-9999.0
273545.0,336135.0,-9999.0
273555.0,336135.0,-9999.0
273565.0,336135.0,-9999.0
273575.0,336135.0,-9999.0
273585.0,336135.0,-9999.0
273595.0,336135.0,-9999.0
273605.0,336135.0,-9999.0
273615.0,336135.0,-9999.0
273625.0,336135.0,-9999.0
273635.0,336135.0,-9999.0
273645.0,336135.0,-9999.0
273655.0,336135.0,-9999.0
273665.0,336135.0,-9999.0
273675.0,336135.0,-9999.0
273685.0,336135.0,-9999.0
273695.0,336135.0,-9999.0
273705.0,336135.0,-9999.0
273715.0,336135.0,-9999.0
273725.0,336135.0,-9999.0
273735.0,336135.0,-9999.0
273745.0,336135.0,-9999.0
273755.0,336135.0,-9999.0
273765.0,336135.0,-9999.0
273775.0,336135.0,-9999.0
273785.0,336135.0,-9999.0
273795.0,336135.0,-9999.0
273805.0,336135.0,-9999.0
273815.0,336135.0,-9999.0
273825.0,336135.0,-9999.0
273835.0,336135.0,-9999.0
273845.0,336135.0,-9999.0
273855.0,336135.0,-9999.0
273865.0,336135.0,-9999.0
273875.0,336135.0,-9999.0
273885.0,336135.0,-9999.0
273895.0,336135.0,-9999.0
273905.0,336135.0,-9999.0
273915.0,336135.0,-9999.0
273925.0,336135.0,-9999.0
273935.0,336135.0,-9999.0
273945.0,336135.0,-9999.0
273955.0,336135.0,-9999.0
273965.0,336135.0,-9999.0
273975.0,336135.0,-9999.0
273985.0,336135.0,-9999.0
273995.0,336135.0,-9999.0
274005.0,336135.0,-9999.0
274015.0,336135.0,-9999.0
274025.0,336135.0,-9999.0
274035.0,336135.0,-9999.0
274045.0,336135.0,-9999.0
274055.0,336135.0,-9999.0
274065.0,336135.0,-9999.0
274075.0,336135.0,-9999.0
274085.0,336135.0,-9999.0
274095.0,336135.0,-9999.0
274105.0,336135.0,-9999.0
274115.0,336135.0,-9999.0
274125.0,336135.0,-9999.0
274135.0,336135.0,-9999.0
274145.0,336135.0,-9999.0
274155.0,336135.0,-9999.0
274165.0,336135.0,-9999.0
274175.0,336135.0,-9999.0
274185.0,336135.0,-9999.0
274195.0,336135.0,-9999.0
274205.0,336135.0,-9999.0
274215.0,336135.0,-9999.0
274225.0,336135.0,-9999.0
274235.0,336135.0,-9999.0
274245.0,336135.0,-9999.0
274255.0,336135.0,-9999.0
274265.0,336135.0,-9999.0
274275.0,336135.0,-9999.0
274285.0,336135.0,-9999.0
274295.0,336135.0,-9999.0
274305.0,336135.0,-9999.0
274315.0,336135.0,36.013
274325.0,336135.0,35.9264
274335.0,336135.0,35.8111
274345.0,336135.0,35.1452
274355.0,336135.0,36.4815
274365.0,336135.0,36.5064
274375.0,336135.0,36.4963
274385.0,336135.0,36.4863
274395.0,336135.0,36.4762
273055.0,336145.0,-9999.0
273065.0,336145.0,-9999.0
273075.0,336145.0,-9999.0
273085.0,336145.0,-9999.0
273095.0,336145.0,-9999.0
273105.0,336145.0,-9999.0
273115.0,336145.0,-9999.0
273125.0,336145.0,-9999.0
273135.0,336145.0,-9999.0
273145.0,336145.0,-9999.0
273155.0,336145.0,-9999.0
273165.0,336145.0,-9999.0
273175.0,336145.0,-9999.0
273185.0,336145.0,-9999.0
273195.0,336145.0,-9999.0
273205.0,336145.0,-9999.0
273215.0,336145.0,-9999.0
273225.0,336145.0,-9999.0
273235.0,336145.0,-9999.0
273245.0,336145.0,-9999.0
273255.0,336145.0,-9999.0
273265.0,336145.0,-9999.0
273275.0,336145.0,-9999.0
273285.0,336145.0,-9999.0
273295.0,336145.0,-9999.0
273305.0,336145.0,-9999.0
273315.0,336145.0,-9999.0
273325.0,336145.0,-9999.0
273335.0,336145.0,-9999.0
273345.0,336145.0,-9999.0
273355.0,336145.0,-9999.0
273365.0,336145.0,-9999.0
273375.0,336145.0,-9999.0
273385.0,336145.0,-9999.0
273395.0,336145.0,-9999.0
273405.0,336145.0,-9999.0
273415.0,336145.0,-9999.0
273425.0,336145.0,-9999.0
273435.0,336145.0,-9999.0
273445.0,336145.0,-9999.0
273455.0,336145.0,-9999.0
273465.0,336145.0,-9999.0
273475.0,336145.0,-9999.0
273485.0,336145.0,-9999.0
273495.0,336145.0,-9999.0
273505.0,336145.0,-9999.0
273515.0,336145.0,-9999.0
273525.0,336145.0,-9999.0
273535.0,336145.0,-9999.0
273545.0,336145.0,-9999.0
273555.0,336145.0,-9999.0
273565.0,336145.0,-9999.0
273575.0,336145.0,-9999.0
273585.0,336145.0,-9999.0
273595.0,336145.0,-9999.0
273605.0,336145.0,-9999.0
273615.0,336145.0,-9999.0
273625.0,336145.0,-9999.0
273635.0,336145.0,-9999.0
273645.0,336145.0,-9999.0
273655.0,336145.0,-9999.0
273665.0,336145.0,-9999.0
273675.0,336145.0,-9999.0
273685.0,336145.0,-9999.0
273695.0,336145.0,-9999.0
273705.0,336145.0,-9999.0
273715.0,336145.0,-9999.0
273725.0,336145.0,-9999.0
273735.0,336145.0,-9999.0
273745.0,336145.0,-9999.0
273755.0,336145.0,-9999.0
273765.0,336145.0,-9999.0
273775.0,336145.0,-9999.0
273785.0,336145.0,-9999.0
273795.0,336145.0,-9999.0
273805.0,336145.0,-9999.0
273815.0,336145.0,-9999.0
273825.0,336145.0,-9999.0
273835.0,336145.0,-9999.0
273845.0,336145.0,-9999.0
273855.0,336145.0,-9999.0
273865.0,336145.0,-9999.0
273875.0,336145.0,-9999.0
273885.0,336145.0,-9999.0
273895.0,336145.0,-9999.0
273905.0,336145.0,-9999.0
273915.0,336145.0,-9999.0
273925.0,336145.0,-9999.0
273935.0,336145.0,-9999.0
273945.0,336145.0,-9999.0
273955.0,336145.0,-9999.0
273965.0,336145.0,-9999.0
273975.0,336145.0,-9999.0
273985.0,336145.0,-9999.0
273995.0,336145.0,-9999.0
274005.0,336145.0,-9999.0
274015.0,336145.0,-9999.0
274025.0,336145.0,-9999.0
274035.0,336145.0,-9999.0
274045.0,336145.0,-9999.0
274055.0,336145.0,-9999.0
274065.0,336145.0,-9999.0
274075.0,336145.0,-9999.0
274085.0,336145.0,-9999.0
274095.0,336145.0,-9999.0
274105.0,336145.0,-9999.0
274115.0,336145.0,-9999.0
274125.0,336145.0,-9999.0
274135.0,336145.0,-9999.0
274145.0,336145.0,-9999.0
274155.0,336145.0,-9999.0
274165.0,336145.0,-9999.0
274175.0,336145.0,-9999.0
274185.0,336145.0,-9999.0
274195.0,336145.0,-9999.0
274205.0,336145.0,-9999.0
274215.0,336145.0,-9999.0
274225.0,336145.0,-9999.0
274235.0,336145.0,-9999.0
274245.0,336145.0,-9999.0
274255.0,336145.0,-9999.0
274265.0,336145.0,-9999.0
274275.0,336145.0,-9999.0
274285.0,336145.0,-9999.0
274295.0,336145.0,-9999.0
274305.0,336145.0,36.0568
274315.0,336145.0,35.9682
274325.0,336145.0,35.8529
274335.0,336145.0,35.7376
274345.0,336145.0,35.0575
274355.0,336145.0,36.3206
274365.0,336145.0,36.6728
274375.0,336145.0,36.6548
274385.0,336145.0,36.6382
274395.0,336145.0,36.6281
273055.0,336155.0,-9999.0
273065.0,336155.0,-9999.0
273075.0,336155.0,-9999.0
273085.0,336155.0,-9999.0
273095.0,336155.0,-9999.0
273105.0,336155.0,-9999.0
273115.0,336155.0,-9999.0
273125.0,336155.0,-9999.0
273135.0,336155.0,-9999.0
273145.0,336155.0,-9999.0
273155.0,336155.0,-9999.0
273165.0,336155.0,-9999.0
273175.0,336155.0,-9999.0
273185.0,336155.0,-9999.0
273195.0,336155.0,-9999.0
273205.0,336155.0,-9999.0
273215.0,336155.0,-9999.0
273225.0,336155.0,-9999.0
273235.0,336155.0,-9999.0
273245.0,336155.0,-9999.0
273255.0,336155.0,-9999.0
273265.0,336155.0,-9999.0
273275.0,336155.0,-9999.0
273285.0,336155.0,-9999.0
273295.0,336155.0,-9999.0
273305.0,336155.0,-9999.0
273315.0,336155.0,-9999.0
273325.0,336155.0,-9999.0
273335.0,336155.0,-9999.0
273345.0,336155.0,-9999.0
273355.0,336155.0,-9999.0
273365.0,336155.0,-9999.0
273375.0,336155.0,-9999.0
273385.0,336155.0,-9999.0
273395.0,336155.0,-9999.0
273405.0,336155.0,-9999.0
273415.0,336155.0,-9999.0
273425.0,336155.0,-9999.0
273435.0,336155.0,-9999.0
273445.0,336155.0,-9999.0
273455.0,336155.0,-9999.0
273465.0,336155.0,-9999.0
273475.0,336155.0,-9999.0
273485.0,336155.0,-9999.0
273495.0,336155.0,-9999.0
273505.0,336155.0,-9999.0
273515.0,336155.0,-9999.0
273525.0,336155.0,-9999.0
273535.0,336155.0,-9999.0
273545.0,336155.0,-9999.0
273555.0,336155.0,-9999.0
273565.0,336155.0,-9999.0
273575.0,336155.0,-9999.0
273585.0,336155.0,-9999.0
273595.0,336155.0,-9999.0
273605.0,336155.0,-9999.0
273615.0,336155.0,-9999.0
273625.0,336155.0,-9999.0
273635.0,336155.0,-9999.0
273645.0,336155.0,-9999.0
273655.0,336155.0,-9999.0
273665.0,336155.0,-9999.0
273675.0,336155.0,-9999.0
273685.0,336155.0,-9999.0
273695.0,336155.0,-9999.0
273705.0,336155.0,-9999.0
273715.0,336155.0,-9999.0
273725.0,336155.0,-9999.0
273735.0,336155.0,-9999.0
273745.0,336155.0,-9999.0
273755.0,336155.0,-9999.0
273765.0,336155.0,-9999.0
273775.0,336155.0,-9999.0
273785.0,336155.0,-9999.0
273795.0,336155.0,-9999.0
273805.0,336155.0,-9999.0
273815.0,336155.0,-9999.0
273825.0,336155.0,-9999.0
273835.0,336155.0,-9999.0
273845.0,336155.0,-9999.0
273855.0,336155.0,-9999.0
273865.0,336155.0,-9999.0
273875.0,336155.0,-9999.0
273885.0,336155.0,-9999.0
273895.0,336155.0,-9999.0
273905.0,336155.0,-9999.0
273915.0,336155.0,-9999.0
273925.0,336155.0,-9999.0
273935.0,336155.0,-9999.0
273945.0,336155.0,-9999.0
273955.0,336155.0,-9999.0
273965.0,336155.0,-9999.0
273975.0,336155.0,-9999.0
273985.0,336155.0,-9999.0
273995.0,336155.0,-9999.0
274005.0,336155.0,-9999.0
274015.0,336155.0,-9999.0
274025.0,336155.0,-9999.0
274035.0,336155.0,-9999.0
274045.0,336155.0,-9999.0
274055.0,336155.0,-9999.0
274065.0,336155.0,-9999.0
274075.0,336155.0,-9999.0
274085.0,336155.0,-9999.0
274095.0,336155.0,-9999.0
274105.0,336155.0,-9999.0
274115.0,336155.0,-9999.0
274125.0,336155.0,-9999.0
274135.0,336155.0,-9999.0
274145.0,336155.0,-9999.0
274155.0,336155.0,-9999.0
274165.0,336155.0,-9999.0
274175.0,336155.0,-9999.0
274185.0,336155.0,-9999.0
274195.0,336155.0,-9999.0
274205.0,336155.0,-9999.0
274215.0,336155.0,-9999.0
274225.0,336155.0,-9999.0
274235.0,336155.0,-9999.0
274245.0,336155.0,-9999.0
274255.0,336155.0,-9999.0
274265.0,336155.0,-9999.0
274275.0,336155.0,-9999.0
274285.0,336155.0,-9999.0
274295.0,336155.0,36.1007
274305.0,336155.0,36.01
274315.0,336155.0,35.8947
274325.0,336155.0,35.7989
274335.0,336155.0,35.7575
274345.0,336155.0,35.1239
274355.0,336155.0,36.1918
274365.0,336155.0,36.51
274375.0,336155.0,36.5424
274385.0,336155.0,36.5747
274395.0,336155.0,36.6648
273055.0,336165.0,-9999.0
273065.0,336165.0,-9999.0
273075.0,336165.0,-9999.0
273085.0,336165.0,-9999.0
273095.0,336165.0,-9999.0
273105.0,336165.0,-9999.0
273115.0,336165.0,-9999.0
273125.0,336165.0,-9999.0
273135.0,336165.0,-9999.0
273145.0,336165.0,-9999.0
273155.0,336165.0,-9999.0
273165.0,336165.0,-9999.0
273175.0,336165.0,-9999.0
273185.0,336165.0,-9999.0
273195.0,336165.0,-9999.0
273205.0,336165.0,-9999.0
273215.0,336165.0,-9999.0
273225.0,336165.0,-9999.0
273235.0,336165.0,-9999.0
273245.0,336165.0,-9999.0
273255.0,336165.0,-9999.0
273265.0,336165.0,-9999.0
273275.0,336165.0,-9999.0
273285.0,336165.0,-9999.0
273295.0,336165.0,-9999.0
273305.0,336165.0,-9999.0
273315.0,336165.0,-9999.0
273325.0,336165.0,-9999.0
273335.0,336165.0,-9999.0
273345.0,336165.0,-9999.0
273355.0,336165.0,-9999.0
273365.0,336165.0,-9999.0
273375.0,336165.0,-9999.0
273385.0,336165.0,-9999.0
273395.0,336165.0,-9999.0
273405.0,336165.0,-9999.0
273415.0,336165.0,-9999.0
273425.0,336165.0,-9999.0
273435.0,336165.0,-9999.0
273445.0,336165.0,-9999.0
273455.0,336165.0,-9999.0
273465.0,336165.0,-9999.0
273475.0,336165.0,-9999.0
273485.0,336165.0,-9999.0
273495.0,336165.0,-9999.0
273505.0,336165.0,-9999.0
273515.0,336165.0,-9999.0
273525.0,336165.0,-9999.0
273535.0,336165.0,-9999.0
273545.0,336165.0,-9999.0
273555.0,336165.0,-9999.0
273565.0,336165.0,-9999.0
273575.0,336165.0,-9999.0
273585.0,336165.0,-9999.0
273595.0,336165.0,-9999.0
273605.0,336165.0,-9999.0
273615.0,336165.0,-9999.0
273625.0,336165.0,-9999.0
273635.0,336165.0,-9999.0
273645.0,336165.0,-9999.0
273655.0,336165.0,-9999.0
273665.0,336165.0,-9999.0
273675.0,336165.0,-9999.0
273685.0,336165.0,-9999.0
273695.0,336165.0,-9999.0
273705.0,336165.0,-9999.0
273715.0,336165.0,-9999.0
273725.0,336165.0,-9999.0
